The Kid LAROI,WITHOUT YOU,"You cut out a piece of me, and now I bleed internally
Left here without you (no, no, no), without you (ooh)
And it hurts for me to think about what life could possibly be like
Without you (no, no, no), without you (no, no)
I can't believe that you wouldn't believe me
Fuck all of your reasons
I lost my shit, you know I didn't mean it
Now I see it, you run and repeat it
And I can't take it back, so in the past is where we'll leave it, huh
So there you go, oh
Can't make a wife out of a ho, oh
I'll never find the words to say I'm sorry
But I'm scared to be alone
You cut out a piece of me, and now I bleed internally
Left here without you (no, no, no), without you (ooh)
And it hurts for me to think about what life could possibly be like
Without you (no, no, no), without you (no, no)
Oh-oh, whoa-oh, oh-oh, whoa-oh
Oh-oh, whoa-oh, oh-oh, whoa-oh
Without you, without you, ooh
Oh-oh, whoa-oh, oh-oh, whoa-oh
Oh-oh, whoa-oh, oh-oh, whoa-oh
Without you, without you
It's gon' be hard here on my own
And even harder to let you go
I really wish that we could've got this right
So here I go, oh
Can't make a wife out of a ho, oh
I'll never find the words to say I'm sorry
But I'm scared to be alone
You cut out a piece of me, and now I bleed internally
Left here without you (no, no, no), without you (ooh)
And it hurts for me to think about what life could possibly be like
Without you (no, no, no), without you (no, no)
Oh-oh, whoa-oh, oh-oh, whoa-oh
Oh-oh, whoa-oh, oh-oh, whoa-oh
Without you, without you (no, no, no)"
Giveon,Heartbreak Anniversary,"Ooh
Balloons are deflated
Guess they look lifeless like me
We miss you on your side of the bed, mmm
Still got your things here
And they stare at me like souvenirs
Don't wanna let you out my head
Just like the day that I met you
The day I thought forever
Said that you love me
But that'll last for never
It's cold outside
Like when you walked out my life
Why you walk out my life?
I get like this every time
On these days that feel like you and me
Heartbreak anniversary
'Cause I remember every time
On these days that feel like you and me
Heartbreak anniversary
Do you ever think of me?
no
(Ooh) no-no, no
(Ooh, ooh, ooh) ooh, nah
I'm buildin' my hopes up
Like presents unopened 'til this day
I still see the messages you read, mmm
I'm foolishly patient
(Foolishly patient)
Can't get past the taste of your lips
(Taste of your lips)
Don't wanna let you out my head
Just like the day that I met you
The day I thought forever
Said that you love me
But that'll last for never
It's cold outside
Like when you walked out my life
Why you walk out my life? (My life)
I get like this every time
On these days that feel like you and me
Heartbreak anniversary
'Cause I remember every time
On these days that feel like you and me
Heartbreak anniversary
Do you ever think of me?
of me
'Cause I think of you, think of you"
Olivia Rodrigo,traitor,"Ooh-ooh-ooh
Ah-ah-ah-ah-ah
Brown guilty eyes and little white lies
Yeah, I played dumb but I always knew
That you'd talk to her, maybe did even worse
I kept quiet so I could keep you
And ain't it funny
How you ran to her
The second that we called it quits?
And ain't it funny
How you said you were friends?
Now it sure as hell don't look like it
You betrayed me
And I know that you'll never feel sorry
For the way I hurt, yeah
You'd talk to her
When we were together
Loved you at your worst
But that didn't matter
It took you two weeks
To go off and date her
Guess you didn't cheat
But you're still a traitor
Now you bring her around
Just to shut me down
Show her off like she's a new trophy
And I know if you were true
There's no damn way that you
Could fall in love with somebody that quickly
Ain't it funny
All the twisted games
All the questions you used to avoid?
Ain't it funny?
Remember I brought her up
And you told me I was paranoid
You betrayed me
And I know that you'll never feel sorry
For the way I hurt, yeah
You'd talk to her
When we were together
Loved you at your worst
But that didn't matter
It took you two weeks
To go off and date her
Guess you didn't cheat
But you're still a traitor
God, I wish that you had thought this through
Before I went and fell in love with you
(Ah-ah-ah)
When she's sleeping in the bed we made
Don't you dare forget about the way
You betrayed me
'Cause I know that you'll never feel sorry
For the way I hurt, yeah
You'd talk to her
When we were together
You gave me your word
But that didn't matter
It took you two weeks
To go off and date her
Guess you didn't cheat
But you're still
You're still a traitor (ah-ah-ah)
Yeah, you're still a traitor
Ooh-ooh-ooh
God, I wish that you had thought this through
Before I went and fell in love with you"
Farruko,Pepas,"No me importa lo que de mí se diga
Viva usted su vida, que yo vivo la mía
Que solo es una, disfruta el momento
Que el tiempo se acaba y pa'trás no vira
Bebiendo, fumando y jodiendo
Sigo vacilando de party to' los día'
Síguelo, oh-oh-oh, oh-oh-oh, oh-oh (Farru)
Síguelo, oh-oh-oh, oh-oh-oh, oh-oh (la rola y pepa)
Pepa y agua pa la seca
To' el mundo en pastilla' en la discoteca
Pepa y agua pa la seca
To' el mundo en pastilla' en la discoteca
Desacata'o
Empastilla'o
Qué maldita nota
Arcoíris
Fa-Fa-rru
Sube las mano' y las botella' pa arriba (¡blep!)
Siempre la movie la tenemo' prendi'a
Hoy vamo' a darle hasta que se haga de día
Sigo rulay y 'toy en la mía
Salió el sol, wol
Tráeme la hookah y el alcohol
Y préndelo, oh-oh, woh-oh-oh
Esto se salió de control
Y síguelo, oh-oh-oh, oh-oh-oh, oh-oh (la rola y pepa)
Pepa y agua pa la seca
To' el mundo en pastilla' en la discoteca (desacata'o)
Pepa y agua pa la seca
To' el mundo en pastilla' en la discoteca (empastilla'o)
Fa-Fa-rru
Qué maldita nota
Arcoíris
No me importa lo que de mí se diga
Viva usted su vida, que yo vivo la mía
Que solo es una, disfruta el momento
Que el tiempo se acaba y pa'trás no vira
Bebiendo, fumando y jodiendo
Sigo vacilando de party to' los día'
Y síguelo, oh-oh-oh, oh-oh-oh, oh-oh (Farru)
Síguelo, oh-oh-oh, oh-oh-oh, oh-oh (la rola y pepa)
Pepa y agua pa la seca
To' el mundo en pastilla' en la discoteca
Pepa y agua pa la seca
To' el mundo en pastilla' en la discoteca
Desacata'o
Empastilla'o
Qué maldita nota
Arcoíris
Fa-Fa-rru
Dímelo, Chino
The Most Winning
Victor Cárdenas
White Star
Sharo Towers
La 167
La 167"
Ariana Grande,positions,"Heaven sent you to me
I'm just hopin' I don't repeat history
Boy, I'm tryna meet your mama on a Sunday
Then make a lotta love on a Monday (ah-ah)
Never need no (no), no one else, babe
'Cause I'll be
Switchin' the positions for you
Cookin' in the kitchen and I'm in the bedroom
I'm in the Olympics, way I'm jumpin' through hoops
Know my love infinite, nothin' I wouldn't do
That I won't do, switchin' for you
Perfect, perfect
You're too good to be true (you're too good to be true)
But I get tired of runnin'
Fuck it, now I'm runnin' with you (wit' you)
Said, boy, I'm tryna meet your mama on a Sunday
Then make a lotta love on a Monday (ah-ah)
Never need no (no), no one else, babе
'Cause I'll be
Switchin' the positions for you (for you, ah)
Cookin' in thе kitchen and I'm in the bedroom
I'm in the Olympics, way I'm jumpin' through hoops
Know my love infinite, nothing I wouldn't do
That I won't do, switchin' for you
Cookin' in the kitchen and I'm in the bedroom (bedroom)
I'm in the Olympics way, I'm jumpin' through hoops
Know my love infinite, nothing I wouldn't do
That I won't do, switching for you
This some shit that I usually don't do (yeah)
But for you, I kinda, kinda want to
'Cause you're down for me and I'm down too (and I'm down too)
Yeah, I'm down too, switching the positions for you
This some shit that I (yeah) usually don't do (don't do)
But for you, I kinda, kinda want to
'Cause you're down for me and I'm down too
Switchin' the positions for you
Cookin' in the kitchen and I'm in the bedroom
I'm in the Olympics way, I'm jumpin' through hoops (to you, to you)
Know my love infinite, nothing I wouldn't do (do)
That I won't do, switchin' for you
Cookin' in the kitchen and I'm in the bedroom
I'm in the Olympics way, I'm jumpin' through hoops
Know my love infinite, nothin' I wouldn't do
That I won't do, switchin' for you
Yeah
Ah, yeah
Ah (ah), yeah
"
Lewis Capaldi,Someone You Loved,"I'm going under and this time I fear there's no one to save me
This all or nothing really got a way of driving me crazy
I need somebody to heal
Somebody to know
Somebody to have
Somebody to hold
It's easy to say
But it's never the same
I guess I kinda liked the way you numbed all the pain
Now the day bleeds
Into nightfall
And you're not here
To get me through it all
I let my guard down
And then you pulled the rug
I was getting kinda used to being someone you loved
I'm going under and this time I fear there's no one to turn to
This all or nothing way of loving got me sleeping without you
Now, I need somebody to know
Somebody to heal
Somebody to have
Just to know how it feels
It's easy to say but it's never the same
I guess I kinda liked the way you helped me escape
Now the day bleeds
Into nightfall
And you're not here
To get me through it all
I let my guard down
And then you pulled the rug
I was getting kinda used to being someone you loved
And I tend to close my eyes when it hurts sometimes
I fall into your arms
I'll be safe in your sound 'til I come back around
For now the day bleeds
Into nightfall
And you're not here
To get me through it all
I let my guard down
And then you pulled the rug
I was getting kinda used to being someone you loved
But now the day bleeds
Into nightfall
And you're not here
To get me through it all
I let my guard down
And then you pulled the rug
I was getting kinda used to being someone you loved
I let my guard down
And then you pulled the rug
I was getting kinda used to being someone you loved"
Myke Towers,Bandido,"Ella e' buena, pero le gustan lo' malo'
Si te soy sincero, yo por ella jalo
Me tiró diciéndome que la dejaron
Es otra más que con su corazón jugaron, ey
¿Ese bandido qué le hizo? Dígame por qué llora
Confiéseme pa' darle piso y enterrarlo ahora
Que yo la puedo defender a usted si me colabora
Le voy a dejar saber a ese man que ya no está sola (wuh)
¿Ese bandido qué le hizo? Dígame por qué llora (dígame por qué llora)
Confiéseme pa' darle piso y enterrarlo ahora
Que yo la puedo defender a usted si me colabora (sirili, woh-oh-oh-oh-oh)
Le voy a dejar saber a ese man que ya no está sola (wuh)
Mi amor, avísame si acaso te incomoda
Pa' reventarlo y que sepa que no estás sola
Yo te hablo claro, yo no brego con pistola'
Pero tengo el respeto de lo' que controlan
Tú ere' hermosa, mami, dime por qué llora'
Te haría mi señora
Ella le da lo mismo en un crucero que una yola
Condone' de colore', la parto a lo Crayola
Mujere' como tú uno las desea y las añora (añora)
Dile que tú tiene' vaqueo
Si pone' el booty en reversa
Yo le prendo la cámara como cuando parqueo
Le gusta el maleanteo
Dice que la están buscando porque mata la liga, yo se lo creo
¿Ese bandido qué le hizo? Dígame por qué llora (baby, ¿por qué llora? Ey)
Confiéseme pa' darle piso y enterrarlo ahora (pa' meterle ahora, jaja)
Que yo la puedo defender a usted si me colabora (si me colabora)
Le voy a dejar saber a ese man que ya no está sola (me dicen Juhn ""El All Star"", baby)
¿Y ese bandido qué fue lo que hizo? (Oh-oh)
Confiesa pa' de una darle piso (piso)
Ya no te quiero ver llorando, ese no vuelve hacerte daño
Bebecita, te lo garantizo (wuh)
Es que lo de ella y lo mío e' un romance secreto
Callao', bien en discreto, la beso y la aprieto
Me la llevo por el mundo y gasto el ticket completo
Por ella reviento a cualquier sujeto
A ella le gusta lo malo, lo bueno, lo caro
Titerona, no se asusta si escucha un disparo
El cuerpo e' hermoso, los ojos son claro'
Era mi reina, ahora e' mi diosa, a ella ni la comparo
Qué pereza
Verla triste con tanta belleza
Quien dañó un corazón con mucha pureza
No sabe tratar con delicadeza
Princesa, a él no le interesa
Si yo soy el que te toca y te besa
Cuando la vi yo dije: ""quiero con esa""
Desde esa vez no sales de mi cabeza
¿Ese bandido qué le hizo? Dígame por qué llora (baby, ¿por qué llora? Ey)
Confiéseme pa' darle piso y enterrarlo ahora (pa' meterle ahora, jaja)
Que yo la puedo defender a usted si me colabora (si me colabora) (sirili-woh-oh-oh-oh-oh)
Le voy a dejar saber a ese man que ya no está sola
¿Ese bandido qué le hizo? (Ay)
¿Qué le hizo? (Me dicen Juhn ""El All Star, baby"")
Este e' Juhn
Myke Towers, baby (eh-eh-eh)
El All Star
Juhn ""El All Star""
Myke Towers
Santana The Golden Boy (wuh)
Esto e' una combinación única en su clase, baby, jaja (oh)
(¿Ese bandido qué le hizo?)
Las estrellas siempre andan juntas
(¿Qué le hizo?)
La casa blanca en sociedad con los de oro
One World
"
Måneskin,I WANNA BE YOUR SLAVE,"I wanna be your slave
I wanna be your master
I wanna make your heart beat
Run like rollercoasters
I wanna be a good boy
I wanna be a gangster
'Cause you can be the beauty
And I could be the monster
I love you since this morning
Not just for aesthetic
I wanna touch your body
So fucking electric
I know you scared of me
You said that I'm too eccentric
I'm crying all my tears
And that's fucking pathetic
I wanna make you hungry
Then I wanna feed ya
I wanna paint your face
Like you're my Mona Lisa
I wanna be a champion
I wanna be a loser
I'll even be a clown
'Cause I just wanna amuse ya
I wanna be your sex toy
I wanna be your teacher
I wanna be your sin
I wanna be a preacher
I wanna make you love me
Then I wanna leave ya
'Cause baby I'm your David
And you're my Goliath
Ah-ha
Mhm, ah-ha
Because I'm the devil
Who's searching for redemption
And I'm a lawyer
Who's searching for redemption
And I'm a killer
Who's searching for redemption
I'm a motherfucking monster
Who's searching for redemption
And I'm a bad guy
Who's searching for redemption
And I'm a blonde girl
Who's searching for redemption
I'm a freak that
Is searching for redemption
I'm a motherfucking monster
Who's searching for redemption
I wanna be your slave
I wanna be your master
I wanna make your heart beat
Run like rollercoasters
I wanna be a good boy
I wanna be a gangster
'Cause you can be the beauty
And I could be the monster
I wanna make you quiet
I wanna make you nervous
I wanna set you free
But I'm too fucking jealous
I wanna pull your strings
Like you're my Telecaster
And if you want to use me I could be your puppet
'Cause I'm the devil
Who's searching for redemption
And I'm a lawyer
Who's searching for redemption
And I'm a killer
Who's searching for redemption
I'm a motherfucking monster
Who's searching for redemption
I wanna be your slave
I wanna be your master"
Polo G,RAPSTAR,"Uh (Tuned up)
Copped a BMW, new deposit, I picked up another bag
Like, ""Fuck it, I'ma count while I'm in it""
I hear planes flyin', crowds screamin', money counters, chains clangin'
Shit, I guess that's how it sound when you winnin'
I ain't jokin', do it sound like I'm kiddin'?
I've been makin' like two thousand a minute
So high up through the clouds, I was swimmin'
I'm probably gon' drown when I'm in it
I bet she gon' get loud when I'm in it
And we might have a child when I'm finished
Uh, I won't love a ho, after we fuck she can't get near me
Only bitch I give a conversation to is Siri
My pants Amiri, yes, I'm winnin', clearly
I'm the chosen one, seen my potential so they fear me
Lately, I've been prayin', God, I wonder, can you hear me?
Thinkin' 'bout the old me, I swear I miss you dearly
Stay down 'til you come up, I've been stickin' to that theory
Every day a battle, I'm exhausted and I'm weary
Make sure I smile in public, when alone, my eyes teary
I fought through it all, but that shit hurt me severely
I've been gettin' high to hide behind my insecurities
Takin' different pills but I know it ain't gon'
Uh, copped a BMW, new deposit, I picked up another bag
Like, ""Fuck it, I'ma count while I'm in it""
I hear planes flyin', crowds screamin', money counters, chains clangin'
Shit, I guess that's how it sound when you winnin'
I ain't jokin', do it sound like I'm kiddin'?
I've been makin' like two thousand a minute
So high up through the clouds, I was swimmin'
I'm probably gon' drown when I'm in it
I bet she gon' get loud when I'm in it (uh, uh)
And we might have a child when I'm finished
They say I'm Pac rebirth, never put out a weak verse
Homicides when we lurk, I'ma step 'til my feet hurt
Been puttin' them streets first
White tees turned burgundy T-shirts
Lookin' for somethin' real, he stuck in a deep search
Anxiety killin' me, I just wanna leave Earth
When they ask if I'm okay, it just make everything seem worse
Tryna explain your feelings sound like something you rehearsed
Stabbed me in my back with a clean smirk
Lookin' so deep into your eyes, I can read your thoughts, so
Shut the fuck, I mean, please don't talk
I done been through too much and I don't need another loss
Put that on every war scar, for every battle I fought
Uh, copped a BMW, new deposit, I picked up another bag
Like, ""Fuck it, I'ma count while I'm in it""
I hear planes flyin', crowds screamin', money counters, chains clangin'
Shit, I guess that's how it sound when you winnin'
I ain't jokin', do it sound like I'm kiddin'?
I've been makin' like two thousand a minute
So high up through the clouds, I was swimmin'
I'm probably gon' drown when I'm in it
I bet she gon' get loud when I'm in it
And we might have a child when I'm finished
When I'm finished
When I'm finished"
Bad Bunny,LA NOCHE DE ANOCHE,"Yo sé que esto no volverá a pasar
Pero si volviera a pasar
Sé que sería tu debilidad
Porque la noche de anoche fue (-ue)
Algo que yo no puedo explicar
Sola, dando y dándole sin parar (-rar)
Tú me decías que morías por mí
Porque la noche de anoche fue (eh eh)
Algo que yo no puedo explicar (eh eh)
Eso era dando y dándole sin parar
Tú encima de mí, yo encima de ti (oh oh)
Eh, eh
Tú me dejaste el cuerpo caliente, infierno
Pero me dejaste el corazón frío, invierno
Soñando que contigo es que duermo (duermo)
Dime, papi
Dime, mami
¿Esa noche quién la borra?
Tú me besaste y se me cayó la gorra
Sin mucha labia, sin mucha cotorra
Cuando estoy contigo dejo que la vibra corra
Y que la luna nos supervise
Con esa boquita suena rico todo lo que tú me dices
Hicimos poses que yo más nunca hice
Tú te mojaste pa que yo me bautice
Y me ponga serio, serio
Tú y yo juntos creando un imperio
Esos ojitos tienen un misterio
Pero al final nada de lo nuestro fue en serio
Y ya me ha pasao que me han ilusionao
Y ya me ha pasao que me han abandonao
Y ya me ha pasao que no estás a mi lao
Y ya me ha pasao
Porque la noche de anoche fue (eh eh)
Algo que yo no puedo explicar (eh eh)
Eso era dando y dándole sin parar (eh eh)
Tú encima de mí, yo encima de ti (oh oh)
Porque la noche de anoche fue (eh eh)
Algo que yo no puedo explicar (eh eh)
Sola, dando y dándole sin parar (eh eh)
Yo encima de ti, tú encima de mí (oh oh)
Que yo me iría otra vez pa Japón (hey)
Papi, qué penita tú, qué maldición (mmm)
La paleta es dulce, azúcar de algodón (yeh)
Y es la única que me llega hasta al corazón
Yo no me olvido, la suerte está echada (bum)
Se me enredaba el pelo en la pantalla
Sabes que solo lo hago de leyenda (¡wuh!)
Lo subo al cielo, yo soy su messiah
El benito es un diablillo, ella es un ángel
Lo tengo juqueao como si fuera tote
Baby, entre nosotros nunca competimos
Si preguntan dice, ""ella todos los récords bate""
Y ya me ha pasao que me han ilusionao
Y ya me ha pasao que me han abandonao
Y ya me ha pasao que no estás a mi lao
Y ya me ha pasao
Porque la noche de anoche fue (eh eh)
Algo que yo no puedo explicar (eh eh)
Eso era dando y dándole sin parar (eh eh)
Tú encima de mí, yo encima de ti (oh oh)
Porque la noche de anoche fue (eh eh)
Algo que yo no puedo explicar (eh eh)
Eso era dando, dándole sin parar (eh eh)
Tú encima de mí, yo encima de ti (oh oh)
Mmm jum
Mmm
Mmm, jum"
Doja Cat,Streets,"I've been goin' through some things (oh)
I struggle with my inner man (yeah, yeah)
I hustle, I'll do what I can to get this money
Blaq Tuxedo
Don Dada on the, Don Dada on the beat
Like you, like you
Like you, ooh
I found it hard to find someone like you
Like you, like you
Send your location, come through
I can't sleep no more
In my head, we belong
And I can't be without you
Why can't I find no one like you?
I can't sleep no more
In my head, we belong
And I can't be without you
Why can't I find no one like you?
Baby, we tried to fight it
We all been there some days
Thought I needed something else
And acted like I was okay
We just had to work it out
And baby, I needed space
Ain't nobody 'round here on your level
You're so far away
You're pouring your heart out
I'm acting like I knew
You held me so down
So down I never grew, oh
I tried to find out
When none of them came through
And now I'm stuck in the middle
And baby had to pull me out, oh
Like you, like you
Like you, ooh
I found it hard to find someone like you
Like you, like you
Send your location, come through (yeah)
Damn papa, you a rare breed, no comparing
And it's motherfuckin' scary
Tryna keep him 'cause I found him
Let a hoe know I ain't motherfuckin' sharing
I could take you to the parents, then to Paris
Plan a motherfuckin' wedding
You the type I wanna marry (yeah) and keep you merry
I'll put the ring on when you ready
We play our fantasies out in real life ways and
No Final Fantasy, can we end these games though?
You give me energy, make me feel lightweight
Like the birds of a feather, baby
We real life made for each other
And it's hard to keep my cool
When other bitches tryna get with my dude and
When other chickens tryna get in my coop
'Cause you're a one in a million
There ain't no man like you
Like you, like you
Like you, ooh
I found it hard to find someone like you
Like you, like you
Send your location, come through
I can't sleep no more
In my head, we belong
And I can't be without you
Why can't I find no one like you?
I can't sleep no more
In my head, we belong
And I can't be without you
Why can't I find no one like you?
"
The Neighbourhood,Sweater Weather,"And all I am is a man
I want the world in my hands
I hate the beach
But I stand in California with my toes in the sand
Use the sleeves of my sweater
Let's have an adventure
Head in the clouds but my gravity centered
Touch my neck and I'll touch yours
You in those little high waisted shorts, oh
Oh, she knows what I think about
And what I think about
One love, two mouths
One love, one house
No shirt, no blouse
Just us, you find out
Nothing that I wouldn't wanna tell you about, no
'Cause it's too cold
For you here
And now, so let me hold
Both your hands in the holes of my sweater
And if I may just take your breath away
I don't mind if there's not much to say
Sometimes the silence guides a mind
To move to a place so far away
The goosebumps start to raise
The minute that my left hand meets your waist
And then I watch your face
Put my finger on your tongue 'cause you love to taste, yeah
These hearts adore, everyone the other beats hardest for
Inside this place is warm
Outside it starts to pour
Coming down
One love, two mouths
One love, one house
No shirt, no blouse
Just us, you find out
Nothing that I wouldn't wanna tell you about, no, no, no
'Cause it's too cold
For you here
And now, so let me hold
Both your hands in the holes of my sweater
'Cause it's too cold
For you here
And now, so let me hold
Both your hands in the holes of my sweater
Whoa, whoa, whoa
Whoa, whoa, whoa
Whoa, whoa, whoa, whoa
Whoa, whoa
Whoa, whoa, whoa, whoa
Whoa, whoa
'Cause it's too cold
For you here
And now, so let me hold
Both your hands in the holes of my sweater
It's too cold
For you here
And now, let me hold
Both your hands in the holes of my sweater
And it's too cold, it's too cold
The hands of my sweater"
Los Legendarios,Fiel,"¿Me sigue' o no me sigue' todavía?
(""El Químico"")
Jhayco, Jhay Corte'
W
Directamente desde La Base
Jhay cortez
El tiempo volando (volando) se va (se va)
Hoy te tengo, pero quizá mañana te vas (yo necesito verte)
¿A qué estamo' jugando? (Jugando) si ya
Los do' caímos, aquí no hay vuelta atrás (escucha bien)
Nadie lo hace como tú lo sabe' hacer (yeah)
Ese cuerpito no e' mío, pero yo le soy fiel
Si tú no quiere' salir, yo no quiero beber
Pero cuando te dé hambre no' podemo' comer (Mr. W)
Nadie lo hace como tú lo sabe' hacer (woh-oh-oh-oh)
Ese cuerpito no e' mío, pero yo le soy fiel (tra, tra, tra)
Si tú no quiere' salir, yo no quiero beber (se hace lo que uste' diga)
Pero cuando te dé hambre no' podemo' comer (la presión)
Tú 'tás dura sin ir al gym, taco' Louboutin (¡sí!)
Maquillaje de Sephora, pantie' de Supreme (supreme)
Tu celular y tu corazón tienen PIN
Por nadie llora, a to'a la' relacione' pone fin
¿Cómo se siente, cómo se siente? (Siente)
Baby, del uno al die', yo te doy un veinte (veinte)
Contigo nadie gana por má' que comenten (no)
Hoy e' noche de sexo, llamé pa' verte (Jhay Cortez)
En la jeepeta arrebatao', tú me tiene engabetao' (engabetao')
Siempre con gana' 'e darte, no importa cuánto te he dao' (¿me sigue'?)
A ti nadie te deja, tú todo' lo' ha' dejao'
En la cama tengo gana' 'e bailarte como Rauw
Tu recuerdo me persigue (-sigue)
Porque como tú, baby, hoy se consigue (-sigue)
Tú te porta' mal pa' que Dio' te castigue
Le digo: ""La presión"" y me dice: ""¿me sigue'?"", Sí
Como doble, dale paleta (paleta)
Obligao' en la uni' era atleta (obligao')
Con la suela en lo' taco' son rojo' (rojo')
Tbt, cuando lo hicimo' en el Jetta (tra, tra, ta)
Vete pa'l mall, explótame la tarjeta (la presión)
To'a mis cancione' la' interpreta (¿me sigue'?)
Avísame cuando llegue' a la caseta
Que mucha' quieren que yo se lo (shh) (Los Legendarios)
Nadie lo hace como tú lo sabe' hacer
Ese cuerpito no e' mío, pero yo le soy fiel
Si tú no quiere' salir, yo no quiero beber
Pero cuando te dé hambre no' podemo' comer (señoritas, desde La Base)
No me olvido de cómo te hacía mía (mía)
Baby, no olvido verte cómo tú gemías
Pensando en tu piel (en tu piel)
Una y otra vez (otra ve')
Tenerte en mi cama sería un placer (do-do-doble U)
Baby, sin miedo, dale pégate (yeah)
Y mátame (eh), rózame (eh)
A mí me mata cuando me dices ""Bebé"" (tra)
Como to' los viernes, dale, enciéndeme (tra)
Sin decirme nada, mami, tócate (¡prende!)
Siempre que llega (llega), todo' se pegan (pegan)
Pero llama a W porque conmigo es que despega (woh, woh, woh, woh)
Tú solo pide y te llega la entrega (okey)
Que mañana nos vamos a Las Vegas (W)
¿Cómo se siente, cómo se siente?
Baby, del uno al die', yo te doy un veinte
Contigo nadie gana por má' que comenten
Hoy e' noche de sexo, llamé pa' verte, eh
El tiempo volando (volando) se va (se va)
Hoy te tengo, pero quizá mañana te vas (yo te tengo que ver hoy)
¿A qué estamo' jugando? (Jugando) si ya
Los do' caímos, aquí no hay vuelta atrás (dímelo, Jhayco)
Nadie lo hace como tú lo sabe' hacer
Ese cuerpito no e' mío, pero yo le soy fiel
Si tú no quiere' salir, yo no quiero beber
Pero cuando te dé hambre no' podemo' comer
Damas y caballeros, desde La Base
Señoritas, W
Jhay Cortez
Haze
Los Legendarios
Hyde ""El Químico""
El soporte del movimiento urbano
Ustede' saben ya"
Doja Cat,Need to Know,"Yeah
Wanna know what it's like (like)
Baby, show me what it's like (like)
I don't really got no type (type)
I just wanna fuck all night
Yeah-yeah, oh-whoa-whoa (oh, ooh, mmm)
Baby, I need to know, mmm (yeah, need to know)
I just been fantasizin' (size)
And we got a lotta time (time)
Baby, come throw the pipe (pipe)
Gotta know what it's like (like)
Yeah-yeah, oh-whoa-whoa
Baby, I need to know, mmm
What's your size? (Size)
Add, subtract, divide ('vide)
Daddy don't throw no curves (curves)
Hold up, I'm goin' wide (wide)
We could just start at ten (ten)
Then we can go to five (five)
I don't play with my pen (pen)
I mean what I write
Yeah-yeah, whoa-whoa-whoa
I just can't help but be sexual (whoa)
Tell me your schedule (yeah)
I got a lotta new tricks for you, baby
Just sayin' I'm flexible (I will)
I do what I can to get you off (I will)
Might just fuck him with my makeup on (I will)
Eat it like I need an apron on (yeah, ay)
Eat it 'til I need to change my thong (yeah, ay)
We could do it to your favorite song (yeah, ay)
Take a ride into the danger zone
You know my nigga be buggin' me
I just be wonderin' if you can fuck on me better
Itchin' for me like an ugly sweater
Need it in me like a Chuck E. need cheddar
I need to know (yeah)
Wanna know what it's like (like)
Baby, show me what it's like (like)
I don't really got no type (type)
I just wanna fuck all night
Yeah-yeah, oh-whoa-whoa (oh, ooh, mmm)
Baby, I need to know, mmm (yeah, need to know)
I just been fantasizin' (size)
And we got a lotta time (time)
Baby, come throw the pipe (pipe)
Gotta know what it's like (like)
Yeah-yeah, oh-whoa-whoa
Baby, I need to know, mmm
You're exciting, boy, come find me
Your eyes told me, ""Girl, come ride me""
Fuck that feeling both us fighting
Could he try me? (Yeah) mmm, most likely
Tryna see if you could handle this ass
Prolly give his ass a panic attack
Sorry if I gave a random erection
Prolly thinkin' I'm a telekinetic
Oh, wait, you a fan of the magic?
Poof, pussy like an Alakazam (yeah)
I heard from a friend of a friend
That that dick was a ten out of ten
I can't stand it, just one night me
Clink with the drink, gimme a sip
Tell me what's your kink, gimme the dick
Spank me, slap me, choke me, bite me (ew)
Uh, wait, I can take it (ah)
Give a fuck 'bout what your wifey's sayin' (yeah)
Wanna know what it's like (like)
Baby, show me what it's like (like)
I don't really got no type (type)
I just wanna fuck all night
Yeah-yeah, oh-whoa-whoa (oh, ooh, mmm)
Baby, I need to know, mmm (yeah, need to know)
I just been fantasizin' (size)
And we got a lotta time (time)
Baby, come throw the pipe (pipe)
Gotta know what it's like (like)
Yeah-yeah, oh-whoa-whoa
Baby, I need to know, mmm
"
Dua Lipa,Don't Start Now,"If you don't wanna see me
Did a full 180, crazy
Thinking 'bout the way I was
Did the heartbreak change me? Maybe
But look at where I ended up
I'm all good already
So moved on, it's scary
I'm not where you left me at all, so
If you don't wanna see me dancing with somebody
If you wanna believe that anything could stop me
Don't show up, don't come out
Don't start caring about me now
Walk away, you know how
Don't start caring about me now
Aren't you the guy who tried to
Hurt me with the word ""goodbye""?
Though it took some time to survive you
I'm better on the other side
I'm all good already
So moved on, it's scary
I'm not where you left me at all, so
If you don't wanna see me dancing with somebody
If you wanna believe that anything could stop me
Don't show up, don't come out
Don't start caring about me now
Walk away, you know how
Don't start caring about me now ('bout me now, 'bout me)
Oh, oh
Don't come out, out, out
Don't show up, up, up
Don't start now (oh)
Oh, oh
Don't come out, out
I'm not where you left me at all, so
If you don't wanna see me dancing with somebody
If you wanna believe that anything could stop me
Don't show up (don't show up), don't come out (don't come out)
Don't start caring about me now ('bout me now)
Walk away (walk away), you know how (you know how)
Don't start caring about me now (so)
Oh, oh
Don't come out, out, out
Don't show up, up, up
Walk away, walk away (so)
Oh, oh
Don't come out, out, out
Don't show up, up, up
Walk away, walk away, oh"
